开始训练...
总样本数: 205896
batch_size: 16
训练周期: 100
Epoch 1/100, Loss: 0.4997, Acc: 83.62%
Epoch 39/100, Loss: 0.0424, Acc: 98.53%
Epoch 40/100, Loss: 0.0414, Acc: 98.56%
Epoch 41/100, Loss: 0.0406, Acc: 98.57%
Epoch 42/100, Loss: 0.0399, Acc: 98.60%
Epoch 43/100, Loss: 0.0385, Acc: 98.65%
Epoch 44/100, Loss: 0.0407, Acc: 98.54%
Epoch 45/100, Loss: 0.0384, Acc: 98.62%
Epoch 46/100, Loss: 0.0389, Acc: 98.67%
Epoch 47/100, Loss: 0.0375, Acc: 98.68%
Epoch 48/100, Loss: 0.0359, Acc: 98.71%
Epoch 49/100, Loss: 0.0363, Acc: 98.73%
Epoch 50/100, Loss: 0.0340, Acc: 98.80%
Epoch 51/100, Loss: 0.0371, Acc: 98.69%
Epoch 52/100, Loss: 0.0337, Acc: 98.80%
Epoch 53/100, Loss: 0.0341, Acc: 98.81%
Epoch 54/100, Loss: 0.0349, Acc: 98.79%
Epoch 55/100, Loss: 0.0327, Acc: 98.87%
Epoch 56/100, Loss: 0.0331, Acc: 98.82%
Epoch 57/100, Loss: 0.0336, Acc: 98.84%
Epoch 58/100, Loss: 0.0330, Acc: 98.86%
Epoch 59/100, Loss: 0.0329, Acc: 98.86%
Epoch 60/100, Loss: 0.0332, Acc: 98.83%
Epoch 61/100, Loss: 0.0311, Acc: 98.90%
Epoch 62/100, Loss: 0.0327, Acc: 98.85%
Epoch 63/100, Loss: 0.0313, Acc: 98.92%
Epoch 64/100, Loss: 0.0307, Acc: 98.90%
Epoch 65/100, Loss: 0.0302, Acc: 98.93%
Epoch 66/100, Loss: 0.0312, Acc: 98.92%
Epoch 67/100, Loss: 0.0300, Acc: 98.94%
Epoch 68/100, Loss: 0.0294, Acc: 98.98%
Epoch 69/100, Loss: 0.0289, Acc: 98.96%
Epoch 70/100, Loss: 0.0297, Acc: 98.98%
Epoch 71/100, Loss: 0.0303, Acc: 98.94%
Epoch 72/100, Loss: 0.0302, Acc: 98.95%
Epoch 73/100, Loss: 0.0295, Acc: 98.96%
Epoch 74/100, Loss: 0.0267, Acc: 99.04%
Epoch 75/100, Loss: 0.0279, Acc: 99.01%
Epoch 76/100, Loss: 0.0290, Acc: 98.98%
Epoch 77/100, Loss: 0.0285, Acc: 98.99%
Epoch 78/100, Loss: 0.0282, Acc: 99.01%
Epoch 79/100, Loss: 0.0270, Acc: 99.05%
Epoch 80/100, Loss: 0.0262, Acc: 99.10%
Epoch 81/100, Loss: 0.0275, Acc: 99.03%
Epoch 82/100, Loss: 0.0272, Acc: 99.05%
Epoch 83/100, Loss: 0.0270, Acc: 99.03%
Epoch 84/100, Loss: 0.0261, Acc: 99.10%
Epoch 85/100, Loss: 0.0264, Acc: 99.10%
Epoch 86/100, Loss: 0.0259, Acc: 99.08%
Epoch 87/100, Loss: 0.0257, Acc: 99.12%
Epoch 88/100, Loss: 0.0258, Acc: 99.12%
Epoch 89/100, Loss: 0.0258, Acc: 99.12%
Epoch 90/100, Loss: 0.0254, Acc: 99.09%
Epoch 91/100, Loss: 0.0251, Acc: 99.11%
Epoch 92/100, Loss: 0.0249, Acc: 99.12%
Epoch 93/100, Loss: 0.0244, Acc: 99.13%
Epoch 94/100, Loss: 0.0239, Acc: 99.15%
Epoch 95/100, Loss: 0.0274, Acc: 99.10%
Epoch 96/100, Loss: 0.0247, Acc: 99.12%
Epoch 97/100, Loss: 0.0234, Acc: 99.19%
Epoch 98/100, Loss: 0.0240, Acc: 99.17%
Epoch 99/100, Loss: 0.0244, Acc: 99.16%
Epoch 100/100, Loss: 0.0237, Acc: 99.18%
Best model saved with loss: 0.0234
训练完成!
