Start!
Total samples: 80220
batch_size: 16
Epochs: 100
Epoch 1/100, Loss: 0.1782, Acc: 92.81%
Epoch 67/100, Loss: 0.0068, Acc: 99.77%
Epoch 68/100, Loss: 0.0061, Acc: 99.79%
Epoch 69/100, Loss: 0.0057, Acc: 99.81%
Epoch 70/100, Loss: 0.0067, Acc: 99.75%
Epoch 71/100, Loss: 0.0059, Acc: 99.79%
Epoch 72/100, Loss: 0.0062, Acc: 99.76%
Epoch 73/100, Loss: 0.0065, Acc: 99.79%
Epoch 74/100, Loss: 0.0057, Acc: 99.80%
Epoch 75/100, Loss: 0.0055, Acc: 99.82%
Epoch 76/100, Loss: 0.0055, Acc: 99.81%
Epoch 77/100, Loss: 0.0060, Acc: 99.79%
Epoch 78/100, Loss: 0.0065, Acc: 99.79%
Epoch 79/100, Loss: 0.0065, Acc: 99.79%
Epoch 80/100, Loss: 0.0052, Acc: 99.81%
Epoch 81/100, Loss: 0.0066, Acc: 99.78%
Epoch 82/100, Loss: 0.0058, Acc: 99.78%
Epoch 83/100, Loss: 0.0057, Acc: 99.81%
Epoch 84/100, Loss: 0.0046, Acc: 99.84%
Epoch 85/100, Loss: 0.0063, Acc: 99.77%
Epoch 86/100, Loss: 0.0053, Acc: 99.80%
Epoch 87/100, Loss: 0.0054, Acc: 99.80%
Epoch 88/100, Loss: 0.0054, Acc: 99.81%
Epoch 89/100, Loss: 0.0051, Acc: 99.83%
Epoch 90/100, Loss: 0.0046, Acc: 99.86%
Epoch 91/100, Loss: 0.0062, Acc: 99.80%
Epoch 92/100, Loss: 0.0044, Acc: 99.83%
Epoch 93/100, Loss: 0.0048, Acc: 99.85%
Epoch 94/100, Loss: 0.0048, Acc: 99.83%
Epoch 95/100, Loss: 0.0049, Acc: 99.83%
Epoch 96/100, Loss: 0.0052, Acc: 99.83%
Epoch 97/100, Loss: 0.0048, Acc: 99.84%
Epoch 98/100, Loss: 0.0050, Acc: 99.83%
Epoch 99/100, Loss: 0.0046, Acc: 99.84%
Epoch 100/100, Loss: 0.0054, Acc: 99.82%
Best model saved with loss: 0.0044
Finish!
