Start!
Total samples: 182328
batch_size: 1024
Epochs: 100
Epoch 1/100, Loss: 1.5049, Acc: 44.76%
Epoch 45/100, Loss: 0.1134, Acc: 96.23%
Epoch 46/100, Loss: 0.1099, Acc: 96.28%
Epoch 47/100, Loss: 0.1089, Acc: 96.29%
Epoch 48/100, Loss: 0.1084, Acc: 96.35%
Epoch 49/100, Loss: 0.1075, Acc: 96.34%
Epoch 50/100, Loss: 0.1052, Acc: 96.46%
Epoch 51/100, Loss: 0.1038, Acc: 96.51%
Epoch 52/100, Loss: 0.1032, Acc: 96.47%
Epoch 53/100, Loss: 0.0994, Acc: 96.64%
Epoch 54/100, Loss: 0.0993, Acc: 96.67%
Epoch 55/100, Loss: 0.0975, Acc: 96.72%
Epoch 56/100, Loss: 0.0983, Acc: 96.62%
Epoch 57/100, Loss: 0.0969, Acc: 96.71%
Epoch 58/100, Loss: 0.0943, Acc: 96.84%
Epoch 59/100, Loss: 0.0932, Acc: 96.89%
Epoch 60/100, Loss: 0.0912, Acc: 96.95%
Epoch 61/100, Loss: 0.0917, Acc: 96.86%
Epoch 62/100, Loss: 0.0891, Acc: 96.96%
Epoch 63/100, Loss: 0.0884, Acc: 97.03%
Epoch 64/100, Loss: 0.0891, Acc: 96.97%
Epoch 65/100, Loss: 0.0871, Acc: 97.07%
Epoch 66/100, Loss: 0.0850, Acc: 97.12%
Epoch 67/100, Loss: 0.0843, Acc: 97.17%
Epoch 68/100, Loss: 0.0820, Acc: 97.26%
Epoch 69/100, Loss: 0.0825, Acc: 97.18%
Epoch 70/100, Loss: 0.0810, Acc: 97.21%
Epoch 71/100, Loss: 0.0794, Acc: 97.32%
Epoch 72/100, Loss: 0.0794, Acc: 97.33%
Epoch 73/100, Loss: 0.0778, Acc: 97.36%
Epoch 74/100, Loss: 0.0779, Acc: 97.36%
Epoch 75/100, Loss: 0.0768, Acc: 97.44%
Epoch 76/100, Loss: 0.0766, Acc: 97.42%
Epoch 77/100, Loss: 0.0757, Acc: 97.43%
Epoch 78/100, Loss: 0.0741, Acc: 97.53%
Epoch 79/100, Loss: 0.0744, Acc: 97.51%
Epoch 80/100, Loss: 0.0710, Acc: 97.58%
Epoch 81/100, Loss: 0.0702, Acc: 97.64%
Epoch 82/100, Loss: 0.0726, Acc: 97.55%
Epoch 83/100, Loss: 0.0696, Acc: 97.68%
Epoch 84/100, Loss: 0.0707, Acc: 97.59%
Epoch 85/100, Loss: 0.0672, Acc: 97.71%
Epoch 86/100, Loss: 0.0660, Acc: 97.82%
Epoch 87/100, Loss: 0.0651, Acc: 97.85%
Epoch 88/100, Loss: 0.0659, Acc: 97.78%
Epoch 89/100, Loss: 0.0634, Acc: 97.87%
Epoch 90/100, Loss: 0.0625, Acc: 97.90%
Epoch 91/100, Loss: 0.0632, Acc: 97.88%
Epoch 92/100, Loss: 0.0646, Acc: 97.81%
Epoch 93/100, Loss: 0.0613, Acc: 97.98%
Epoch 94/100, Loss: 0.0618, Acc: 97.95%
Epoch 95/100, Loss: 0.0623, Acc: 97.90%
Epoch 96/100, Loss: 0.0586, Acc: 98.05%
Epoch 97/100, Loss: 0.0589, Acc: 97.98%
Epoch 98/100, Loss: 0.0667, Acc: 97.75%
Epoch 99/100, Loss: 0.0609, Acc: 97.91%
Epoch 100/100, Loss: 0.0553, Acc: 98.16%
Best model saved with loss: 0.0553
Finish!
