开始训练...
总样本数: 205896
batch_size: 16
训练周期: 100
Epoch 1/100, Loss: 0.6552, Acc: 78.63%
Epoch 87/100, Loss: 0.1268, Acc: 95.50%
Epoch 88/100, Loss: 0.1267, Acc: 95.56%
Epoch 89/100, Loss: 0.1265, Acc: 95.58%
Epoch 90/100, Loss: 0.1269, Acc: 95.55%
Epoch 91/100, Loss: 0.1263, Acc: 95.61%
Epoch 92/100, Loss: 0.1259, Acc: 95.56%
Epoch 93/100, Loss: 0.1254, Acc: 95.58%
Epoch 94/100, Loss: 0.1254, Acc: 95.57%
Epoch 95/100, Loss: 0.1257, Acc: 95.63%
Epoch 96/100, Loss: 0.1258, Acc: 95.55%
Epoch 97/100, Loss: 0.1235, Acc: 95.66%
Epoch 98/100, Loss: 0.1250, Acc: 95.58%
Epoch 99/100, Loss: 0.1231, Acc: 95.66%
Epoch 100/100, Loss: 0.1223, Acc: 95.73%
Best model saved with loss: 0.1223
训练完成!
